Pantograph Replay File NOTE: Modify just the deltaT value and the X&Y Values then save as a Tab Seperated .txt file)
DeltaT(s)	0.001000
Xpos(mm)	Ypos(mm)
-20.000000	875.000000
-20.000000	875.160194
-20.000000	875.320223
-20.000000	875.479924
-20.000000	875.639131
-20.000000	875.797683
-20.000000	875.955416
-20.000000	876.112167
-20.000000	876.267777
-20.000000	876.422085
-20.000000	876.574933
-20.000000	876.726163
-20.000000	876.875622
-20.000000	877.023155
-20.000000	877.168610
-20.000000	877.311839
-20.000000	877.452694
-20.000000	877.591031
-20.000000	877.726707
-20.000000	877.859584
-20.000000	877.989525
-20.000000	878.116396
-20.000000	878.240068
-20.000000	878.360413
-20.000000	878.477307
-20.000000	878.590631
-20.000000	878.700269
-20.000000	878.806107
-20.000000	878.908038
-20.000000	879.005956
-20.000000	879.099761
-20.000000	879.189356
-20.000000	879.274650
-20.000000	879.355555
-20.000000	879.431988
-20.000000	879.503870
-20.000000	879.571128
-20.000000	879.633693
-20.000000	879.691500
-20.000000	879.744490
-20.000000	879.792609
-20.000000	879.835807
-20.000000	879.874040
-20.000000	879.907268
-20.000000	879.935458
-20.000000	879.958580
-20.000000	879.976612
-20.000000	879.989533
-20.000000	879.997331
-20.000000	879.999999
-20.000000	879.997533
-20.000000	879.989935
-20.000000	879.977215
-20.000000	879.959383
-20.000000	879.936460
-20.000000	879.908469
-20.000000	879.875437
-20.000000	879.837400
-20.000000	879.794396
-20.000000	879.746469
-20.000000	879.693669
-20.000000	879.636050
-20.000000	879.573671
-20.000000	879.506595
-20.000000	879.434893
-20.000000	879.358637
-20.000000	879.277906
-20.000000	879.192782
-20.000000	879.103354
-20.000000	879.009713
-20.000000	878.911954
-20.000000	878.810179
-20.000000	878.704492
-20.000000	878.595001
-20.000000	878.481819
-20.000000	878.365063
-20.000000	878.244851
-20.000000	878.121307
-20.000000	877.994559
-20.000000	877.864736
-20.000000	877.731972
-20.000000	877.596402
-20.000000	877.458167
-20.000000	877.317408
-20.000000	877.174270
-20.000000	877.028899
-20.000000	876.881445
-20.000000	876.732059
-20.000000	876.580895
-20.000000	876.428107
-20.000000	876.273854
-20.000000	876.118292
-20.000000	875.961582
-20.000000	875.803885
-20.000000	875.645363
-20.000000	875.486177
-20.000000	875.326493
-20.000000	875.166474
-20.000000	875.006283
-20.000000	874.846086
-20.000000	874.686047
-20.000000	874.526331
-20.000000	874.367101
-20.000000	874.208520
-20.000000	874.050753
-20.000000	873.893960
-20.000000	873.738302
-20.000000	873.583940
-20.000000	873.431032
-20.000000	873.279735
-20.000000	873.130204
-20.000000	872.982593
-20.000000	872.837053
-20.000000	872.693734
-20.000000	872.552783
-20.000000	872.414345
-20.000000	872.278562
-20.000000	872.145572
-20.000000	872.015514
