Pantograph Replay File NOTE: Modify just the deltaT value and the X&Y Values then save as a Tab Seperated .txt file)
DeltaT(s)	0.001000
Xpos(mm)	Ypos(mm)
-20.000000	875.000000
-20.000000	875.080097
-20.000000	875.160112
-20.000000	875.239962
-20.000000	875.319566
-20.000000	875.398842
-20.000000	875.477708
-20.000000	875.556084
-20.000000	875.633888
-20.000000	875.711042
-20.000000	875.787466
-20.000000	875.863082
-20.000000	875.937811
-20.000000	876.011577
-20.000000	876.084305
-20.000000	876.155919
-20.000000	876.226347
-20.000000	876.295515
-20.000000	876.363354
-20.000000	876.429792
-20.000000	876.494762
-20.000000	876.558198
-20.000000	876.620034
-20.000000	876.680206
-20.000000	876.738654
-20.000000	876.795316
-20.000000	876.850135
-20.000000	876.903054
-20.000000	876.954019
-20.000000	877.002978
-20.000000	877.049880
-20.000000	877.094678
-20.000000	877.137325
-20.000000	877.177777
-20.000000	877.215994
-20.000000	877.251935
-20.000000	877.285564
-20.000000	877.316847
-20.000000	877.345750
-20.000000	877.372245
-20.000000	877.396304
-20.000000	877.417903
-20.000000	877.437020
-20.000000	877.453634
-20.000000	877.467729
-20.000000	877.479290
-20.000000	877.488306
-20.000000	877.494766
-20.000000	877.498666
-20.000000	877.500000
-20.000000	877.498766
-20.000000	877.494968
-20.000000	877.488607
-20.000000	877.479692
-20.000000	877.468230
-20.000000	877.454234
-20.000000	877.437719
-20.000000	877.418700
-20.000000	877.397198
-20.000000	877.373235
-20.000000	877.346835
-20.000000	877.318025
-20.000000	877.286835
-20.000000	877.253298
-20.000000	877.217446
-20.000000	877.179319
-20.000000	877.138953
-20.000000	877.096391
-20.000000	877.051677
-20.000000	877.004856
-20.000000	876.955977
-20.000000	876.905090
-20.000000	876.852246
-20.000000	876.797501
-20.000000	876.740910
-20.000000	876.682531
-20.000000	876.622425
-20.000000	876.560654
-20.000000	876.497279
-20.000000	876.432368
-20.000000	876.365986
-20.000000	876.298201
-20.000000	876.229084
-20.000000	876.158704
-20.000000	876.087135
-20.000000	876.014449
-20.000000	875.940722
-20.000000	875.866029
-20.000000	875.790447
-20.000000	875.714054
-20.000000	875.636927
-20.000000	875.559146
-20.000000	875.480791
-20.000000	875.401943
-20.000000	875.322681
-20.000000	875.243089
-20.000000	875.163247
-20.000000	875.083237
-20.000000	875.003142
-20.000000	874.923043
-20.000000	874.843024
-20.000000	874.763165
-20.000000	874.683550
-20.000000	874.604260
-20.000000	874.525376
-20.000000	874.446980
-20.000000	874.369151
-20.000000	874.291970
-20.000000	874.215516
-20.000000	874.139867
-20.000000	874.065102
-20.000000	873.991296
-20.000000	873.918527
-20.000000	873.846867
-20.000000	873.776392
-20.000000	873.707173
-20.000000	873.639281
-20.000000	873.572786
-20.000000	873.507757
